,playerUrl,yearP,salaryP
0,/players/t/thomaet01.html,2001,1388880
1,/players/t/thomaet01.html,2002,1493040
2,/players/t/thomaet01.html,2003,1597200
3,/players/t/thomaet01.html,2004,2200942
4,/players/t/thomaet01.html,2005,4903000
5,/players/t/thomaet01.html,2006,5393300
6,/players/t/thomaet01.html,2007,5883600
7,/players/t/thomaet01.html,2008,6373900
8,/players/t/thomaet01.html,2009,6864200
9,/players/t/thomaet01.html,2010,7350000
10,/players/t/thomaet01.html,2011,1223166
0,/players/h/hardaan01.html,1994,1244000
1,/players/h/hardaan01.html,1995,4305000
2,/players/h/hardaan01.html,1996,5230000
3,/players/h/hardaan01.html,1997,6655000
4,/players/h/hardaan01.html,1998,7580000
5,/players/h/hardaan01.html,1999,8505000
6,/players/h/hardaan01.html,2000,9000000
7,/players/h/hardaan01.html,2001,10130000
8,/players/h/hardaan01.html,2002,11250000
9,/players/h/hardaan01.html,2003,12375000
10,/players/h/hardaan01.html,2004,13500000
11,/players/h/hardaan01.html,2005,14625000
12,/players/h/hardaan01.html,2006,15750000
13,/players/h/hardaan01.html,2008,320142
0,/players/s/smithja01.html,2001,316969
1,/players/s/smithja01.html,2002,465850
2,/players/s/smithja01.html,2004,638679
3,/players/s/smithja01.html,2005,720046
0,/players/q/quinnch01.html,2007,412718
1,/players/q/quinnch01.html,2008,687456
2,/players/q/quinnch01.html,2009,972581
3,/players/q/quinnch01.html,2010,1055000
4,/players/q/quinnch01.html,2011,861978
0,/players/w/willini01.html,2020,1500000
0,/players/m/marksse01.html,1999,287500
1,/players/m/marksse01.html,2000,385000
2,/players/m/marksse01.html,2002,565850
3,/players/m/marksse01.html,2003,612435
4,/players/m/marksse01.html,2004,596295
5,/players/m/marksse01.html,2005,745046
6,/players/m/marksse01.html,2006,835810
7,/players/m/marksse01.html,2007,932015
8,/players/m/marksse01.html,2008,1033930
9,/players/m/marksse01.html,2009,1141838
10,/players/m/marksse01.html,2010,1187686
11,/players/m/marksse01.html,2011,1264687
0,/players/c/carrode01.html,2010,1009680
1,/players/c/carrode01.html,2011,1085400
2,/players/c/carrode01.html,2012,544331
3,/players/c/carrode01.html,2012,289382
4,/players/c/carrode01.html,2014,2557545
5,/players/c/carrode01.html,2015,2442455
6,/players/c/carrode01.html,2016,13500000
7,/players/c/carrode01.html,2017,14200000
8,/players/c/carrode01.html,2018,14800000
9,/players/c/carrode01.html,2019,15400000
10,/players/c/carrode01.html,2020,6842307
11,/players/c/carrode01.html,2020,811447
12,/players/c/carrode01.html,2021,6119676
13,/players/c/carrode01.html,2022,1242340
0,/players/o/onealsh01.html,1993,3000000
1,/players/o/onealsh01.html,1994,3900000
2,/players/o/onealsh01.html,1995,4800000
3,/players/o/onealsh01.html,1996,5700000
4,/players/o/onealsh01.html,1997,10714000
5,/players/o/onealsh01.html,1998,12857143
6,/players/o/onealsh01.html,1999,15000000
7,/players/o/onealsh01.html,2000,17142858
8,/players/o/onealsh01.html,2001,19285715
9,/players/o/onealsh01.html,2002,21428572
10,/players/o/onealsh01.html,2003,23571429
11,/players/o/onealsh01.html,2004,24749999
12,/players/o/onealsh01.html,2005,27696430
13,/players/o/onealsh01.html,2006,20000000
14,/players/o/onealsh01.html,2007,20000000
15,/players/o/onealsh01.html,2008,20000000
16,/players/o/onealsh01.html,2009,21000000
17,/players/o/onealsh01.html,2010,20000000
18,/players/o/onealsh01.html,2011,1352181
0,/players/c/carrco01.html,1999,287500
0,/players/c/callori01.html,1991,125000
0,/players/o/okafoja01.html,2016,4582680
1,/players/o/okafoja01.html,2017,4788840
2,/players/o/okafoja01.html,2018,4995120
3,/players/o/okafoja01.html,2019,1567007
4,/players/o/okafoja01.html,2020,1702486
5,/players/o/okafoja01.html,2021,1882867
6,/players/o/okafoja01.html,2022,2130023
0,/players/s/sandela01.html,2011,1731960
1,/players/s/sandela01.html,2012,1861920
2,/players/s/sandela01.html,2013,1991760
3,/players/s/sandela01.html,2014,3053368
4,/players/s/sandela01.html,2015,11000000
5,/players/s/sandela01.html,2016,1865547
6,/players/s/sandela01.html,2017,1865547
7,/players/s/sandela01.html,2017,207722
8,/players/s/sandela01.html,2018,1865547
9,/players/s/sandela01.html,2019,1865547
10,/players/s/sandela01.html,2020,1865547
11,/players/s/sandela01.html,2021,1865546
12,/players/s/sandela01.html,2022,1865547
0,/players/j/jonesed02.html,1995,1300000
1,/players/j/jonesed02.html,1996,1600000
2,/players/j/jonesed02.html,1997,1800000
3,/players/j/jonesed02.html,1998,2000000
4,/players/j/jonesed02.html,1999,2200000
5,/players/j/jonesed02.html,2000,2500000
6,/players/j/jonesed02.html,2001,8960000
7,/players/j/jonesed02.html,2002,10091250
8,/players/j/jonesed02.html,2003,11212500
9,/players/j/jonesed02.html,2004,12333750
10,/players/j/jonesed02.html,2005,13455000
11,/players/j/jonesed02.html,2006,14576250
12,/players/j/jonesed02.html,2007,14863778
13,/players/j/jonesed02.html,2007,531694
14,/players/j/jonesed02.html,2008,1830000
15,/players/j/jonesed02.html,2009,2000000
0,/players/j/jonesda02.html,2004,1063680
1,/players/j/jonesda02.html,2005,1143360
2,/players/j/jonesda02.html,2006,1223160
3,/players/j/jonesda02.html,2007,1886113
4,/players/j/jonesda02.html,2008,753767
5,/players/j/jonesda02.html,2009,926678
6,/players/j/jonesda02.html,2010,2500000
7,/players/j/jonesda02.html,2011,2500000
8,/players/j/jonesda02.html,2012,2700000
9,/players/j/jonesda02.html,2013,2900000
10,/players/j/jonesda02.html,2015,387632
11,/players/j/jonesda02.html,2016,8819
12,/players/j/jonesda02.html,2017,24022
0,/players/b/blalowi01.html,2007,412718
0,/players/d/doylemi01.html,2018,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/g/gilliar01.html,1988,700000
1,/players/g/gilliar01.html,1989,900000
2,/players/g/gilliar01.html,1990,1100000
3,/players/g/gilliar01.html,1991,1200000
4,/players/g/gilliar01.html,1992,1350000
5,/players/g/gilliar01.html,1993,2300000
6,/players/g/gilliar01.html,1994,1200000
7,/players/g/gilliar01.html,1995,1560000
8,/players/g/gilliar01.html,1996,1920000
9,/players/g/gilliar01.html,1997,2317000
10,/players/g/gilliar01.html,1998,2780400
11,/players/g/gilliar01.html,1999,3244000
12,/players/g/gilliar01.html,2000,3707200
13,/players/g/gilliar01.html,2000,312000
0,/players/w/wyndeaj01.html,1991,30000
1,/players/w/wyndeaj01.html,1992,130000
2,/players/w/wyndeaj01.html,1993,140000
0,/players/y/youngth01.html,2008,1830720
1,/players/y/youngth01.html,2009,1968120
2,/players/y/youngth01.html,2010,2105400
3,/players/y/youngth01.html,2011,2901241
4,/players/y/youngth01.html,2012,7478261
5,/players/y/youngth01.html,2013,8289130
6,/players/y/youngth01.html,2014,8600000
7,/players/y/youngth01.html,2015,9410870
8,/players/y/youngth01.html,2016,11200000
9,/players/y/youngth01.html,2017,14153652
10,/players/y/youngth01.html,2018,14796348
11,/players/y/youngth01.html,2019,13764045
12,/players/y/youngth01.html,2020,12900000
13,/players/y/youngth01.html,2021,13545000
14,/players/y/youngth01.html,2022,14190000
15,/players/y/youngth01.html,2023,8000000
16,/players/y/youngth01.html,2024,8000000
17,/players/y/youngth01.html,2024,638413
0,/players/i/isaacjo01.html,2018,4186320
1,/players/i/isaacjo01.html,2019,4969080
2,/players/i/isaacjo01.html,2020,5806440
3,/players/i/isaacjo01.html,2021,7362566
4,/players/i/isaacjo01.html,2022,17400000
5,/players/i/isaacjo01.html,2023,17400000
6,/players/i/isaacjo01.html,2024,17400000
0,/players/b/blackro01.html,1985,215000
1,/players/b/blackro01.html,1986,501106
2,/players/b/blackro01.html,1988,541736
3,/players/b/blackro01.html,1989,541700
4,/players/b/blackro01.html,1990,1200000
5,/players/b/blackro01.html,1991,1650000
6,/players/b/blackro01.html,1992,1920000
7,/players/b/blackro01.html,1993,1500000
8,/players/b/blackro01.html,1994,1995000
9,/players/b/blackro01.html,1995,1340000
0,/players/w/willise01.html,2008,1416600
1,/players/w/willise01.html,2009,1522920
2,/players/w/willise01.html,2010,1629120
0,/players/h/hoodro01.html,2015,1290360
1,/players/h/hoodro01.html,2016,1348440
2,/players/h/hoodro01.html,2017,1406520
3,/players/h/hoodro01.html,2018,2386864
4,/players/h/hoodro01.html,2019,3472888
5,/players/h/hoodro01.html,2020,5718000
6,/players/h/hoodro01.html,2021,10047450
7,/players/h/hoodro01.html,2022,2239544
0,/players/u/udohek01.html,2011,3065040
1,/players/u/udohek01.html,2012,3294960
2,/players/u/udohek01.html,2013,3524880
3,/players/u/udohek01.html,2014,4469548
4,/players/u/udohek01.html,2015,981084
5,/players/u/udohek01.html,2018,3200000
6,/players/u/udohek01.html,2019,3360000
0,/players/o/owensch01.html,2003,349458
0,/players/r/roelo01.html,1996,200000
1,/players/r/roelo01.html,1997,247500
2,/players/r/roelo01.html,2000,97412
0,/players/w/willisl01.html,1985,450000
1,/players/w/willisl01.html,1986,450000
0,/players/k/kellyry01.html,2014,490180
1,/players/k/kellyry01.html,2015,1650000
2,/players/k/kellyry01.html,2016,1724250
3,/players/k/kellyry01.html,2017,418228
0,/players/t/tillmxa01.html,2021,1300000
1,/players/t/tillmxa01.html,2022,1517981
2,/players/t/tillmxa01.html,2023,1782621
3,/players/t/tillmxa01.html,2024,1930681
0,/players/f/ferrero01.html,1989,100000
0,/players/t/taylois01.html,2017,305000
1,/players/t/taylois01.html,2018,1312611
2,/players/t/taylois01.html,2019,950000
3,/players/t/taylois01.html,2020,50000
0,/players/g/grandro01.html,1989,100000
1,/players/g/grandro01.html,1993,15000
2,/players/g/grandro01.html,1995,150000
3,/players/g/grandro01.html,1996,225000
4,/players/g/grandro01.html,1998,272250
0,/players/f/frazime01.html,2019,1050000
1,/players/f/frazime01.html,2020,1416852
2,/players/f/frazime01.html,2022,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/s/salvake01.html,1997,247500
1,/players/s/salvake01.html,1998,300000
0,/players/d/dragizo01.html,2015,1962103
1,/players/d/dragizo01.html,2016,2050397
0,/players/h/haleyja01.html,1989,150000
1,/players/h/haleyja01.html,1991,360000
2,/players/h/haleyja01.html,1992,300000
3,/players/h/haleyja01.html,1993,390000
4,/players/h/haleyja01.html,1994,390000
5,/players/h/haleyja01.html,1995,150000
6,/players/h/haleyja01.html,1996,225000
7,/players/h/haleyja01.html,1998,272250
8,/players/h/haleyja01.html,2000,510000
0,/players/h/hartja01.html,2001,316969
1,/players/h/hartja01.html,2002,465850
2,/players/h/hartja01.html,2004,638679
3,/players/h/hartja01.html,2005,1400000
4,/players/h/hartja01.html,2006,1540000
5,/players/h/hartja01.html,2007,1680000
6,/players/h/hartja01.html,2007,242640
7,/players/h/hartja01.html,2008,2300000
8,/players/h/hartja01.html,2009,2484000
9,/players/h/hartja01.html,2010,451866
10,/players/h/hartja01.html,2010,69518
0,/players/f/freijma01.html,2005,352388
1,/players/f/freijma01.html,2005,28191
2,/players/f/freijma01.html,2007,145961
0,/players/p/portecr01.html,2024,1500000
1,/players/p/portecr01.html,2024,NaN
0,/players/k/kuzmiog01.html,2015,816482
0,/players/r/rentzef01.html,2000,658700
1,/players/r/rentzef01.html,2003,903360
2,/players/r/rentzef01.html,2004,971160
3,/players/r/rentzef01.html,2005,516865
0,/players/s/simsje01.html,2022,"0"" >< $Minimum</td></tr>
"
1,/players/s/simsje01.html,2023,1639842
2,/players/s/simsje01.html,2024,1927896
0,/players/e/edwarro01.html,2022,53176
0,/players/h/huntfe01.html,2022,53176
1,/players/h/huntfe01.html,2022,"0"" >< $Minimum</td></tr>
"
2,/players/h/huntfe01.html,2023,NaN
0,/players/j/johnsbu01.html,1988,195000
1,/players/j/johnsbu01.html,1989,220000
2,/players/j/johnsbu01.html,1991,675000
3,/players/j/johnsbu01.html,1992,775000
4,/players/j/johnsbu01.html,1993,550000
5,/players/j/johnsbu01.html,1994,715000
0,/players/r/riverdo01.html,1985,105000
1,/players/r/riverdo01.html,1986,170000
2,/players/r/riverdo01.html,1987,450000
3,/players/r/riverdo01.html,1988,450000
4,/players/r/riverdo01.html,1989,475000
5,/players/r/riverdo01.html,1991,895000
6,/players/r/riverdo01.html,1992,1195000
7,/players/r/riverdo01.html,1993,895000
8,/players/r/riverdo01.html,1994,1110000
9,/players/r/riverdo01.html,1995,1405000
10,/players/r/riverdo01.html,1995,109750
11,/players/r/riverdo01.html,1996,1150000
0,/players/w/whittgr01.html,2021,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/s/starkjo01.html,1989,100000
1,/players/s/starkjo01.html,1991,120000
2,/players/s/starkjo01.html,1992,400000
3,/players/s/starkjo01.html,1993,600000
4,/players/s/starkjo01.html,1994,1112000
5,/players/s/starkjo01.html,1995,1362500
6,/players/s/starkjo01.html,1996,1613000
7,/players/s/starkjo01.html,1997,1913000
8,/players/s/starkjo01.html,1998,5112500
9,/players/s/starkjo01.html,1999,4000000
10,/players/s/starkjo01.html,2000,4000000
11,/players/s/starkjo01.html,2001,2250000
12,/players/s/starkjo01.html,2002,2475000
0,/players/p/pietrmi01.html,2004,1527946
1,/players/p/pietrmi01.html,2005,1785960
2,/players/p/pietrmi01.html,2006,1910520
3,/players/p/pietrmi01.html,2007,2535260
4,/players/p/pietrmi01.html,2008,3470770
5,/players/p/pietrmi01.html,2009,5300000
6,/players/p/pietrmi01.html,2010,5300000
7,/players/p/pietrmi01.html,2011,5300000
8,/players/p/pietrmi01.html,2012,5300000
9,/players/p/pietrmi01.html,2012,1223166
10,/players/p/pietrmi01.html,2013,1005097
0,/players/l/langan02.html,1995,325000
1,/players/l/langan02.html,1996,423000
2,/players/l/langan02.html,1997,520000
0,/players/o/ollieke01.html,1998,272250
1,/players/o/ollieke01.html,2000,422235
2,/players/o/ollieke01.html,2000,2853
3,/players/o/ollieke01.html,2001,523500
4,/players/o/ollieke01.html,2002,590850
5,/players/o/ollieke01.html,2003,1000000
6,/players/o/ollieke01.html,2004,2458500
7,/players/o/ollieke01.html,2005,2704350
8,/players/o/ollieke01.html,2006,2950200
9,/players/o/ollieke01.html,2007,3196050
10,/players/o/ollieke01.html,2008,3441900
11,/players/o/ollieke01.html,2009,1262275
12,/players/o/ollieke01.html,2010,1306455
0,/players/n/nealcr01.html,1989,100000
0,/players/w/whitedj01.html,2009,964080
1,/players/w/whitedj01.html,2010,1036440
2,/players/w/whitedj01.html,2011,1108680
3,/players/w/whitedj01.html,2012,2001167
4,/players/w/whitedj01.html,2013,269368
0,/players/f/farieke01.html,2012,1254720
1,/players/f/farieke01.html,2013,1348800
2,/players/f/farieke01.html,2014,1367640
3,/players/f/farieke01.html,2015,2249768
4,/players/f/farieke01.html,2016,11235955
5,/players/f/farieke01.html,2017,12078652
6,/players/f/farieke01.html,2018,12921348
7,/players/f/farieke01.html,2019,13764045
8,/players/f/farieke01.html,2019,917272
0,/players/l/legleti01.html,1993,140000
1,/players/l/legleti01.html,1994,250000
2,/players/l/legleti01.html,1996,250000
3,/players/l/legleti01.html,1997,450000
4,/players/l/legleti01.html,1998,1105000
5,/players/l/legleti01.html,1999,1320000
6,/players/l/legleti01.html,2000,1119000
7,/players/l/legleti01.html,2000,510000
0,/players/j/jenkijo01.html,2013,1204560
1,/players/j/jenkijo01.html,2014,1258800
2,/players/j/jenkijo01.html,2015,1312920
3,/players/j/jenkijo01.html,2016,981000
4,/players/j/jenkijo01.html,2017,469841
5,/players/j/jenkijo01.html,2019,585810
6,/players/j/jenkijo01.html,2019,99290
0,/players/d/dumasri02.html,1993,140000
1,/players/d/dumasri02.html,1994,1300000
2,/players/d/dumasri02.html,1996,225000
0,/players/o/oliveca01.html,2018,300000
1,/players/o/oliveca01.html,2021,43070
2,/players/o/oliveca01.html,2022,85578
0,/players/c/cheekma01.html,1985,350000
1,/players/c/cheekma01.html,1986,395000
2,/players/c/cheekma01.html,1988,1000000
3,/players/c/cheekma01.html,1989,1000000
4,/players/c/cheekma01.html,1991,1000000
5,/players/c/cheekma01.html,1992,1000000
6,/players/c/cheekma01.html,1993,600000
0,/players/h/holtomi01.html,1988,120000
1,/players/h/holtomi01.html,1989,150000
2,/players/h/holtomi01.html,1992,400000
0,/players/w/walkebi01.html,2009,542114
1,/players/w/walkebi01.html,2010,736420
2,/players/w/walkebi01.html,2011,854389
3,/players/w/walkebi01.html,2015,115422
0,/players/m/mitchdo01.html,2018,2621280
1,/players/m/mitchdo01.html,2019,3111480
2,/players/m/mitchdo01.html,2020,3635760
3,/players/m/mitchdo01.html,2021,5195501
4,/players/m/mitchdo01.html,2022,28103500
5,/players/m/mitchdo01.html,2023,30913750
6,/players/m/mitchdo01.html,2024,33162030
0,/players/s/samueje01.html,2024,NaN
0,/players/z/zidekge01.html,1996,603000
1,/players/z/zidekge01.html,1997,694000
2,/players/z/zidekge01.html,1998,784200
0,/players/m/marshra01.html,2006,398762
1,/players/m/marshra01.html,2007,664209
0,/players/w/willitr01.html,1998,242000
0,/players/b/butleca01.html,2003,1678800
1,/players/b/butleca01.html,2004,1804680
2,/players/b/butleca01.html,2005,1930680
3,/players/b/butleca01.html,2006,2461617
4,/players/b/butleca01.html,2007,7438000
5,/players/b/butleca01.html,2008,8218990
6,/players/b/butleca01.html,2009,9249980
7,/players/b/butleca01.html,2010,9780970
8,/players/b/butleca01.html,2011,10561960
9,/players/b/butleca01.html,2012,8000000
10,/players/b/butleca01.html,2013,8000000
11,/players/b/butleca01.html,2014,8000000
12,/players/b/butleca01.html,2015,4500000
13,/players/b/butleca01.html,2016,1499187
14,/players/b/butleca01.html,2017,517220
15,/players/b/butleca01.html,2018,517220
16,/players/b/butleca01.html,2019,517219
0,/players/b/brownja02.html,2017,4743000
1,/players/b/brownja02.html,2018,4956480
2,/players/b/brownja02.html,2019,5169960
3,/players/b/brownja02.html,2020,6534829
4,/players/b/brownja02.html,2021,23437500
5,/players/b/brownja02.html,2022,24830357
6,/players/b/brownja02.html,2023,28741071
7,/players/b/brownja02.html,2024,31830357
0,/players/c/cofiefr01.html,1986,70000
0,/players/b/breweja01.html,2002,332817
1,/players/b/breweja01.html,2003,512435
2,/players/b/breweja01.html,2004,638679
3,/players/b/breweja01.html,2005,720046
0,/players/b/blackal01.html,1993,140000
0,/players/a/adamsjo01.html,2015,1344120
1,/players/a/adamsjo01.html,2016,1404600
2,/players/a/adamsjo01.html,2017,1465080
0,/players/b/butlemi02.html,1994,150000
1,/players/b/butlemi02.html,1995,400000
2,/players/b/butlemi02.html,1996,500000
3,/players/b/butlemi02.html,1997,600000
4,/players/b/butlemi02.html,1998,272250
5,/players/b/butlemi02.html,1999,537500
6,/players/b/butlemi02.html,2000,150000
7,/players/b/butlemi02.html,2002,715850
8,/players/b/butlemi02.html,2004,876179
0,/players/r/reidjr01.html,1990,1200000
1,/players/r/reidjr01.html,1991,1250000
2,/players/r/reidjr01.html,1992,1250000
3,/players/r/reidjr01.html,1993,1250000
4,/players/r/reidjr01.html,1994,1818000
5,/players/r/reidjr01.html,1995,2215000
6,/players/r/reidjr01.html,1996,2658000
7,/players/r/reidjr01.html,1998,650000
8,/players/r/reidjr01.html,1999,780000
9,/players/r/reidjr01.html,2000,2000000
10,/players/r/reidjr01.html,2001,2200000
11,/players/r/reidjr01.html,2003,800000
0,/players/j/johnsjo02.html,2002,1608840
1,/players/j/johnsjo02.html,2003,1729560
2,/players/j/johnsjo02.html,2004,1850160
3,/players/j/johnsjo02.html,2005,2358954
4,/players/j/johnsjo02.html,2006,12000000
5,/players/j/johnsjo02.html,2007,12744189
6,/players/j/johnsjo02.html,2008,13488377
7,/players/j/johnsjo02.html,2009,14232567
8,/players/j/johnsjo02.html,2010,14976754
9,/players/j/johnsjo02.html,2011,16324500
10,/players/j/johnsjo02.html,2012,18038573
11,/players/j/johnsjo02.html,2013,19752645
12,/players/j/johnsjo02.html,2014,21466718
13,/players/j/johnsjo02.html,2015,23180790
14,/players/j/johnsjo02.html,2016,24894863
15,/players/j/johnsjo02.html,2016,414481
16,/players/j/johnsjo02.html,2017,11000000
17,/players/j/johnsjo02.html,2018,9505000
18,/players/j/johnsjo02.html,2018,473835
19,/players/j/johnsjo02.html,2020,220000
20,/players/j/johnsjo02.html,2022,151821
0,/players/c/clevean01.html,2018,225792
1,/players/c/clevean01.html,2018,"0"" >< $Minimum</td></tr>
"
2,/players/c/clevean01.html,2020,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/h/houseed01.html,2001,316969
1,/players/h/houseed01.html,2002,465850
2,/players/h/houseed01.html,2003,637435
3,/players/h/houseed01.html,2004,750000
4,/players/h/houseed01.html,2005,825000
5,/players/h/houseed01.html,2005,563327
6,/players/h/houseed01.html,2006,835810
7,/players/h/houseed01.html,2007,1400000
8,/players/h/houseed01.html,2008,1500000
9,/players/h/houseed01.html,2009,2650000
10,/players/h/houseed01.html,2010,2862000
11,/players/h/houseed01.html,2011,1352181
0,/players/b/borchcu01.html,2003,1113720
1,/players/b/borchcu01.html,2004,1187240
2,/players/b/borchcu01.html,2005,1280880
3,/players/b/borchcu01.html,2006,1969993
0,/players/f/fredeji01.html,2012,2238360
1,/players/f/fredeji01.html,2013,2406240
2,/players/f/fredeji01.html,2014,2439840
3,/players/f/fredeji01.html,2015,948163
4,/players/f/fredeji01.html,2016,507711
5,/players/f/fredeji01.html,2016,59731
6,/players/f/fredeji01.html,2016,54812
7,/players/f/fredeji01.html,2019,198580
0,/players/m/mcdankj01.html,2015,507336
1,/players/m/mcdankj01.html,2016,3333333
2,/players/m/mcdankj01.html,2017,3333333
3,/players/m/mcdankj01.html,2018,100000
0,/players/g/grahatr01.html,2016,75000
1,/players/g/grahatr01.html,2017,543471
2,/players/g/grahatr01.html,2018,1312611
3,/players/g/grahatr01.html,2019,1512601
4,/players/g/grahatr01.html,2020,1645357
0,/players/c/clemoch01.html,2020,563347
1,/players/c/clemoch01.html,2021,1517981
2,/players/c/clemoch01.html,2022,95930
0,/players/h/higgico01.html,2012,473604
1,/players/h/higgico01.html,2013,44835
0,/players/g/grantho01.html,1988,500000
1,/players/g/grantho01.html,1989,380000
2,/players/g/grantho01.html,1991,1000000
3,/players/g/grantho01.html,1992,1750000
4,/players/g/grantho01.html,1993,1900000
5,/players/g/grantho01.html,1994,1950000
6,/players/g/grantho01.html,1995,2125000
7,/players/g/grantho01.html,1996,2763000
8,/players/g/grantho01.html,1997,14857000
9,/players/g/grantho01.html,1998,14285714
10,/players/g/grantho01.html,1999,7843000
11,/players/g/grantho01.html,2000,5952381
12,/players/g/grantho01.html,2001,6500000
13,/players/g/grantho01.html,2002,2419580
14,/players/g/grantho01.html,2003,2661538
15,/players/g/grantho01.html,2004,1070000
0,/players/w/wagnemi01.html,1988,75000
0,/players/c/castlco01.html,2024,NaN
0,/players/a/azubuke01.html,2007,251657
1,/players/a/azubuke01.html,2007,50000
2,/players/a/azubuke01.html,2008,687456
3,/players/a/azubuke01.html,2009,2900000
4,/players/a/azubuke01.html,2010,3132000
5,/players/a/azubuke01.html,2011,3300000
6,/players/a/azubuke01.html,2013,885120
0,/players/a/ackeral01.html,2006,398762
1,/players/a/ackeral01.html,2007,839209
2,/players/a/ackeral01.html,2009,711517
0,/players/h/hudsotr01.html,1998,242000
1,/players/h/hudsotr01.html,1999,287500
2,/players/h/hudsotr01.html,2000,460000
3,/players/h/hudsotr01.html,2001,523500
4,/players/h/hudsotr01.html,2002,590850
5,/players/h/hudsotr01.html,2003,2000000
6,/players/h/hudsotr01.html,2004,2100000
7,/players/h/hudsotr01.html,2005,4903000
8,/players/h/hudsotr01.html,2006,5253000
9,/players/h/hudsotr01.html,2007,5603000
10,/players/h/hudsotr01.html,2008,5953000
11,/players/h/hudsotr01.html,2008,1219590
0,/players/c/cartevi01.html,1999,1760000
1,/players/c/cartevi01.html,2000,2267280
2,/players/c/cartevi01.html,2001,2425440
3,/players/c/cartevi01.html,2002,3073032
4,/players/c/cartevi01.html,2003,10067750
5,/players/c/cartevi01.html,2004,11326219
6,/players/c/cartevi01.html,2005,12584688
7,/players/c/cartevi01.html,2006,13843156
8,/players/c/cartevi01.html,2007,15101625
9,/players/c/cartevi01.html,2008,13320000
10,/players/c/cartevi01.html,2009,14724125
11,/players/c/cartevi01.html,2010,16300000
12,/players/c/cartevi01.html,2011,17300000
13,/players/c/cartevi01.html,2012,4000000
14,/players/c/cartevi01.html,2012,3000000
15,/players/c/cartevi01.html,2013,3090000
16,/players/c/cartevi01.html,2014,3180000
17,/players/c/cartevi01.html,2015,3911981
18,/players/c/cartevi01.html,2016,4088091
19,/players/c/cartevi01.html,2017,4264057
20,/players/c/cartevi01.html,2018,8000000
21,/players/c/cartevi01.html,2019,2393887
22,/players/c/cartevi01.html,2020,2564753
0,/players/d/dampier01.html,1997,1184000
1,/players/d/dampier01.html,1998,1478880
2,/players/d/dampier01.html,1999,1538000
3,/players/d/dampier01.html,2000,4988000
4,/players/d/dampier01.html,2001,5610000
5,/players/d/dampier01.html,2002,6235000
6,/players/d/dampier01.html,2003,6858500
7,/players/d/dampier01.html,2004,7842000
8,/players/d/dampier01.html,2005,7700000
9,/players/d/dampier01.html,2006,8662500
10,/players/d/dampier01.html,2007,9628000
11,/players/d/dampier01.html,2008,10590500
12,/players/d/dampier01.html,2009,11553000
13,/players/d/dampier01.html,2010,12115500
14,/players/d/dampier01.html,2011,1129469
15,/players/d/dampier01.html,2012,850522
0,/players/s/schefst01.html,1991,200000
1,/players/s/schefst01.html,1993,140000
2,/players/s/schefst01.html,1994,170000
3,/players/s/schefst01.html,1995,275000
4,/players/s/schefst01.html,1996,250000
5,/players/s/schefst01.html,1997,275000
6,/players/s/schefst01.html,1998,330000
0,/players/w/willire02.html,2011,762195
1,/players/w/willire02.html,2012,2500000
2,/players/w/willire02.html,2013,2612500
3,/players/w/willire02.html,2014,947907
4,/players/w/willire02.html,2015,125104
5,/players/w/willire02.html,2017,252676
6,/players/w/willire02.html,2017,50000
0,/players/w/walkelo01.html,2019,2357160
1,/players/w/walkelo01.html,2020,2760480
2,/players/w/walkelo01.html,2021,2892000
3,/players/w/walkelo01.html,2022,4447896
4,/players/w/walkelo01.html,2023,6479000
5,/players/w/walkelo01.html,2024,2019706
0,/players/h/hoibefr01.html,1996,200000
1,/players/h/hoibefr01.html,1997,297000
2,/players/h/hoibefr01.html,1998,356400
3,/players/h/hoibefr01.html,1999,600000
4,/players/h/hoibefr01.html,2000,800000
5,/players/h/hoibefr01.html,2001,880000
6,/players/h/hoibefr01.html,2002,1600000
7,/players/h/hoibefr01.html,2003,1400000
8,/players/h/hoibefr01.html,2004,938679
9,/players/h/hoibefr01.html,2005,1600000
10,/players/h/hoibefr01.html,2006,1760000
0,/players/m/morrima02.html,2012,1919160
1,/players/m/morrima02.html,2013,2063040
2,/players/m/morrima02.html,2014,2091840
3,/players/m/morrima02.html,2015,2989239
4,/players/m/morrima02.html,2016,8000000
5,/players/m/morrima02.html,2017,7400000
6,/players/m/morrima02.html,2018,8000000
7,/players/m/morrima02.html,2019,8600000
8,/players/m/morrima02.html,2019,573295
9,/players/m/morrima02.html,2020,2241808
10,/players/m/morrima02.html,2020,1750000
11,/players/m/morrima02.html,2021,1620564
12,/players/m/morrima02.html,2022,2641691
13,/players/m/morrima02.html,2023,1836090
14,/players/m/morrima02.html,2024,2019706
0,/players/h/hutchch01.html,2019,1991520
1,/players/h/hutchch01.html,2020,2332320
2,/players/h/hutchch01.html,2021,2443440
3,/players/h/hutchch01.html,2022,4019459
4,/players/h/hutchch01.html,2022,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/l/leeco01.html,2009,1176240
1,/players/l/leeco01.html,2010,1264440
2,/players/l/leeco01.html,2011,1409040
3,/players/l/leeco01.html,2012,2225093
