,playerUrl,yearP,salaryP
3,/players/i/iavarma01.html,1989,325000
0,/players/e/evansja01.html,2018,815615
1,/players/e/evansja01.html,2019,1378242
2,/players/e/evansja01.html,2019,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/t/thomaku01.html,1996,1071000
1,/players/t/thomaku01.html,1997,1238000
2,/players/t/thomaku01.html,1998,1398960
3,/players/t/thomaku01.html,1999,1750000
4,/players/t/thomaku01.html,2000,1925000
5,/players/t/thomaku01.html,2001,3680000
6,/players/t/thomaku01.html,2002,4413375
7,/players/t/thomaku01.html,2003,4903750
8,/players/t/thomaku01.html,2004,5394125
9,/players/t/thomaku01.html,2005,5884500
10,/players/t/thomaku01.html,2006,6620062
11,/players/t/thomaku01.html,2007,7821482
12,/players/t/thomaku01.html,2008,8091188
13,/players/t/thomaku01.html,2009,4200000
14,/players/t/thomaku01.html,2010,3800000
15,/players/t/thomaku01.html,2011,1352181
0,/players/s/smrekmi01.html,1986,135000
1,/players/s/smrekmi01.html,1988,200000
2,/players/s/smrekmi01.html,1989,175000
3,/players/s/smrekmi01.html,1991,325000
0,/players/i/irvinky01.html,2012,5144280
1,/players/i/irvinky01.html,2013,5530080
2,/players/i/irvinky01.html,2014,5607240
3,/players/i/irvinky01.html,2015,7070730
4,/players/i/irvinky01.html,2016,14746000
5,/players/i/irvinky01.html,2017,17638063
6,/players/i/irvinky01.html,2018,18868625
7,/players/i/irvinky01.html,2019,20099189
8,/players/i/irvinky01.html,2020,31742000
9,/players/i/irvinky01.html,2021,33460350
10,/players/i/irvinky01.html,2022,34916200
11,/players/i/irvinky01.html,2023,38917057
12,/players/i/irvinky01.html,2024,37037037
0,/players/p/penneki01.html,2004,8950
0,/players/h/hortota01.html,2020,898310
1,/players/h/hortota01.html,2021,1517981
2,/players/h/hortota01.html,2022,9500000
3,/players/h/hortota01.html,2023,10260000
4,/players/h/hortota01.html,2024,11020000
0,/players/o/ortizjo01.html,1989,275000
0,/players/c/cainja01.html,2023,NaN
1,/players/c/cainja01.html,2024,NaN
0,/players/s/snydeki01.html,2005,1336920
1,/players/s/snydeki01.html,2006,1437240
2,/players/s/snydeki01.html,2007,1537440
3,/players/s/snydeki01.html,2008,2358433
0,/players/m/meentsc01.html,1991,300000
0,/players/w/wittmra01.html,1985,170000
1,/players/w/wittmra01.html,1986,200000
2,/players/w/wittmra01.html,1988,350000
3,/players/w/wittmra01.html,1989,400000
4,/players/w/wittmra01.html,1991,500000
5,/players/w/wittmra01.html,1992,550000
6,/players/w/wittmra01.html,1993,300000
0,/players/h/holliro01.html,2016,1335480
1,/players/h/holliro01.html,2017,1395600
2,/players/h/holliro01.html,2018,1471382
3,/players/h/holliro01.html,2019,2470357
4,/players/h/holliro01.html,2020,2500000
5,/players/h/holliro01.html,2021,432891
0,/players/s/stuckro01.html,2008,1569600
1,/players/s/stuckro01.html,2009,1687320
2,/players/s/stuckro01.html,2010,1805040
3,/players/s/stuckro01.html,2011,2767126
4,/players/s/stuckro01.html,2012,8500000
5,/players/s/stuckro01.html,2013,8500000
6,/players/s/stuckro01.html,2014,8500000
7,/players/s/stuckro01.html,2015,1227985
8,/players/s/stuckro01.html,2016,6500000
9,/players/s/stuckro01.html,2017,7000000
0,/players/a/averywi01.html,2000,1196520
1,/players/a/averywi01.html,2001,1286160
2,/players/a/averywi01.html,2002,1375920
0,/players/w/williho01.html,1988,349055
1,/players/w/williho01.html,1989,364000
2,/players/w/williho01.html,1991,3785000
3,/players/w/williho01.html,1992,3786000
4,/players/w/williho01.html,1993,3786000
5,/players/w/williho01.html,1994,3786000
6,/players/w/williho01.html,1995,3786000
7,/players/w/williho01.html,1996,4151000
8,/players/w/williho01.html,1997,4151000
9,/players/w/williho01.html,1998,4550000
10,/players/w/williho01.html,1999,1750000
11,/players/w/williho01.html,2000,1925000
12,/players/w/williho01.html,2001,2100000
0,/players/d/dudleja01.html,2008,1137000
1,/players/d/dudleja01.html,2009,1222320
2,/players/d/dudleja01.html,2010,1307640
3,/players/d/dudleja01.html,2011,2151068
4,/players/d/dudleja01.html,2012,4250000
5,/players/d/dudleja01.html,2013,4250000
6,/players/d/dudleja01.html,2014,4250000
7,/players/d/dudleja01.html,2015,4250000
8,/players/d/dudleja01.html,2016,4250000
9,/players/d/dudleja01.html,2017,10470000
10,/players/d/dudleja01.html,2018,10000000
11,/players/d/dudleja01.html,2019,9530000
12,/players/d/dudleja01.html,2020,2564753
13,/players/d/dudleja01.html,2021,1620564
0,/players/l/livinra01.html,1997,220000
1,/players/l/livinra01.html,1998,326700
2,/players/l/livinra01.html,1999,287500
3,/players/l/livinra01.html,2000,485000
4,/players/l/livinra01.html,2001,20000
0,/players/p/podkopa01.html,2005,1061880
1,/players/p/podkopa01.html,2006,1141560
2,/players/p/podkopa01.html,2007,600000
0,/players/r/riverda01.html,1989,200000
0,/players/w/woodda01.html,1991,300000
1,/players/w/woodda01.html,1993,375000
2,/players/w/woodda01.html,1994,488000
3,/players/w/woodda01.html,1995,150000
4,/players/w/woodda01.html,1996,350000
5,/players/w/woodda01.html,1997,247500
0,/players/l/lamplse01.html,2003,349458
1,/players/l/lamplse01.html,2004,89364
0,/players/c/cartewe01.html,2019,4441200
1,/players/c/cartewe01.html,2020,5201400
2,/players/c/cartewe01.html,2021,5448840
3,/players/c/cartewe01.html,2022,6920027
4,/players/c/cartewe01.html,2023,14150000
5,/players/c/cartewe01.html,2024,13050000
0,/players/w/washidu02.html,2022,950000
1,/players/w/washidu02.html,2023,NaN
2,/players/w/washidu02.html,2023,NaN
3,/players/w/washidu02.html,2024,NaN
4,/players/w/washidu02.html,2024,NaN
0,/players/g/greende01.html,2006,398762
0,/players/m/macksh01.html,2012,473604
1,/players/m/macksh01.html,2013,89670
2,/players/m/macksh01.html,2013,67253
3,/players/m/macksh01.html,2014,884293
4,/players/m/macksh01.html,2015,2433333
5,/players/m/macksh01.html,2016,2433333
6,/players/m/macksh01.html,2017,2433334
7,/players/m/macksh01.html,2018,6000000
8,/players/m/macksh01.html,2019,2029463
9,/players/m/macksh01.html,2019,1000000
0,/players/s/smithmi03.html,2001,316969
0,/players/h/hugheri02.html,2000,115423
0,/players/b/bennewi01.html,1991,525000
1,/players/b/bennewi01.html,1992,525000
0,/players/a/adamsst01.html,2014,2090880
1,/players/a/adamsst01.html,2015,2184960
2,/players/a/adamsst01.html,2016,2279040
3,/players/a/adamsst01.html,2017,3140517
4,/players/a/adamsst01.html,2018,22471910
5,/players/a/adamsst01.html,2019,24157304
6,/players/a/adamsst01.html,2020,25842697
7,/players/a/adamsst01.html,2021,29592695
8,/players/a/adamsst01.html,2022,17073171
9,/players/a/adamsst01.html,2023,17926829
10,/players/a/adamsst01.html,2024,12600000
0,/players/t/taylote01.html,2022,600000
1,/players/t/taylote01.html,2023,1563518
2,/players/t/taylote01.html,2023,NaN
3,/players/t/taylote01.html,2024,2019706
0,/players/t/tollian01.html,2009,187248
1,/players/t/tollian01.html,2009,26007
2,/players/t/tollian01.html,2010,359546
3,/players/t/tollian01.html,2010,51983
4,/players/t/tollian01.html,2011,2200000
5,/players/t/tollian01.html,2012,2050000
6,/players/t/tollian01.html,2013,915852
7,/players/t/tollian01.html,2014,1027424
8,/players/t/tollian01.html,2015,3000000
9,/players/t/tollian01.html,2016,3000000
10,/players/t/tollian01.html,2017,8000000
11,/players/t/tollian01.html,2018,3290000
12,/players/t/tollian01.html,2018,2000000
13,/players/t/tollian01.html,2019,5750000
14,/players/t/tollian01.html,2020,2419852
15,/players/t/tollian01.html,2020,434704
16,/players/t/tollian01.html,2021,485498
17,/players/t/tollian01.html,2022,0
0,/players/t/telfase01.html,2005,1559280
1,/players/t/telfase01.html,2006,1676280
2,/players/t/telfase01.html,2007,1793160
3,/players/t/telfase01.html,2008,2562426
4,/players/t/telfase01.html,2009,2300000
5,/players/t/telfase01.html,2010,2500000
6,/players/t/telfase01.html,2011,2700000
7,/players/t/telfase01.html,2012,1500000
8,/players/t/telfase01.html,2013,1567500
9,/players/t/telfase01.html,2015,915243
0,/players/c/currymi01.html,1994,150000
1,/players/c/currymi01.html,1997,400000
2,/players/c/currymi01.html,1998,500000
3,/players/c/currymi01.html,1999,550000
4,/players/c/currymi01.html,2000,2000000
5,/players/c/currymi01.html,2001,2200000
6,/players/c/currymi01.html,2002,2400000
7,/players/c/currymi01.html,2003,2600000
8,/players/c/currymi01.html,2004,2800000
9,/players/c/currymi01.html,2005,845122
0,/players/r/robinbe01.html,2005,385277
1,/players/r/robinbe01.html,2006,641748
2,/players/r/robinbe01.html,2007,1000000
3,/players/r/robinbe01.html,2008,1080000
0,/players/j/johnsca01.html,2012,168035
0,/players/c/cardibr01.html,2001,316969
1,/players/c/cardibr01.html,2002,465850
2,/players/c/cardibr01.html,2003,587435
3,/players/c/cardibr01.html,2004,663679
4,/players/c/cardibr01.html,2005,4903000
5,/players/c/cardibr01.html,2006,5393300
6,/players/c/cardibr01.html,2007,5400000
7,/players/c/cardibr01.html,2008,5850000
8,/players/c/cardibr01.html,2009,6300000
9,/players/c/cardibr01.html,2010,6750000
10,/players/c/cardibr01.html,2011,1352181
11,/players/c/cardibr01.html,2012,1352181
0,/players/d/duvaltr01.html,2019,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/h/haddaha01.html,2009,1572221
1,/players/h/haddaha01.html,2010,1627779
2,/players/h/haddaha01.html,2011,1600000
3,/players/h/haddaha01.html,2012,1300000
4,/players/h/haddaha01.html,2013,1300000
5,/players/h/haddaha01.html,2014,200000
0,/players/m/mccarwa01.html,1997,750000
1,/players/m/mccarwa01.html,1998,862560
2,/players/m/mccarwa01.html,1999,975000
3,/players/m/mccarwa01.html,2000,2500000
4,/players/m/mccarwa01.html,2001,2670000
5,/players/m/mccarwa01.html,2002,3125000
6,/players/m/mccarwa01.html,2003,762435
7,/players/m/mccarwa01.html,2004,1200000
8,/players/m/mccarwa01.html,2005,1337500
9,/players/m/mccarwa01.html,2006,1035000
0,/players/l/larueru01.html,1999,350000
1,/players/l/larueru01.html,2000,40588
0,/players/i/irvinby01.html,1991,375000
0,/players/t/thomptr01.html,2012,3726600
1,/players/t/thomptr01.html,2013,4006080
2,/players/t/thomptr01.html,2014,4062000
3,/players/t/thomptr01.html,2015,5138430
4,/players/t/thomptr01.html,2016,14260870
5,/players/t/thomptr01.html,2017,15330435
6,/players/t/thomptr01.html,2018,16400000
7,/players/t/thomptr01.html,2019,17469565
8,/players/t/thomptr01.html,2020,18539130
9,/players/t/thomptr01.html,2021,9258000
10,/players/t/thomptr01.html,2022,8946611
11,/players/t/thomptr01.html,2022,1000000
12,/players/t/thomptr01.html,2023,10552
13,/players/t/thomptr01.html,2024,2019706
0,/players/w/welpch01.html,1988,257500
1,/players/w/welpch01.html,1989,267500
0,/players/b/baileja01.html,1986,500000
1,/players/b/baileja01.html,1987,550000
2,/players/b/baileja01.html,1988,300000
0,/players/b/bannike01.html,1986,105000
1,/players/b/bannike01.html,1991,400000
2,/players/b/bannike01.html,1991,50000
3,/players/b/bannike01.html,1992,300000
0,/players/j/johnsca02.html,2020,4033440
1,/players/j/johnsca02.html,2021,4235160
2,/players/j/johnsca02.html,2022,4437000
3,/players/j/johnsca02.html,2023,5887899
4,/players/j/johnsca02.html,2024,25679348
0,/players/b/boldejo01.html,2019,1690000
1,/players/b/boldejo01.html,2020,1698450
2,/players/b/boldejo01.html,2020,81678
0,/players/b/breweco01.html,2008,2535720
1,/players/b/breweco01.html,2009,2725920
2,/players/b/breweco01.html,2010,2916120
3,/players/b/breweco01.html,2011,3703472
4,/players/b/breweco01.html,2012,3059000
5,/players/b/breweco01.html,2013,3243000
6,/players/b/breweco01.html,2014,4500000
7,/players/b/breweco01.html,2015,4702500
8,/players/b/breweco01.html,2016,8200000
9,/players/b/breweco01.html,2017,7600000
10,/players/b/breweco01.html,2018,6879366
11,/players/b/breweco01.html,2018,340829
12,/players/b/breweco01.html,2019,2270496
13,/players/b/breweco01.html,2019,270496
14,/players/b/breweco01.html,2020,289803
0,/players/b/battish01.html,2002,2203080
1,/players/b/battish01.html,2003,2368200
2,/players/b/battish01.html,2004,2533440
3,/players/b/battish01.html,2005,3212402
4,/players/b/battish01.html,2006,4903000
5,/players/b/battish01.html,2007,5393300
6,/players/b/battish01.html,2008,5883600
7,/players/b/battish01.html,2009,6448900
8,/players/b/battish01.html,2010,6864200
9,/players/b/battish01.html,2011,7354500
10,/players/b/battish01.html,2012,3000000
11,/players/b/battish01.html,2013,3135000
12,/players/b/battish01.html,2014,3270000
0,/players/w/watkida01.html,2008,109461
0,/players/n/noelda01.html,2007,412718
1,/players/n/noelda01.html,2008,687456
0,/players/s/sessira01.html,2008,427163
1,/players/s/sessira01.html,2009,722517
2,/players/s/sessira01.html,2010,3670667
3,/players/s/sessira01.html,2011,3964320
4,/players/s/sessira01.html,2012,4257973
5,/players/s/sessira01.html,2013,5000000
6,/players/s/sessira01.html,2014,5000000
7,/players/s/sessira01.html,2015,2077000
8,/players/s/sessira01.html,2016,2170465
9,/players/s/sessira01.html,2017,6000000
10,/players/s/sessira01.html,2018,1471382
11,/players/s/sessira01.html,2018,390706
0,/players/m/maconma01.html,1992,970000
1,/players/m/maconma01.html,1993,1228000
2,/players/m/maconma01.html,1994,1498000
3,/players/m/maconma01.html,1995,1767000
4,/players/m/maconma01.html,1996,2038000
0,/players/c/crawfja01.html,2001,1762320
1,/players/c/crawfja01.html,2002,1894560
2,/players/c/crawfja01.html,2003,2026680
3,/players/c/crawfja01.html,2004,2577937
4,/players/c/crawfja01.html,2005,5760000
5,/players/c/crawfja01.html,2006,6480000
6,/players/c/crawfja01.html,2007,7200000
7,/players/c/crawfja01.html,2008,7920000
8,/players/c/crawfja01.html,2009,8640000
9,/players/c/crawfja01.html,2010,9360000
10,/players/c/crawfja01.html,2011,10800000
11,/players/c/crawfja01.html,2012,5000000
12,/players/c/crawfja01.html,2013,5000000
13,/players/c/crawfja01.html,2014,5225000
14,/players/c/crawfja01.html,2015,5450000
15,/players/c/crawfja01.html,2016,5675000
16,/players/c/crawfja01.html,2017,13253012
17,/players/c/crawfja01.html,2018,10942762
18,/players/c/crawfja01.html,2018,4328000
19,/players/c/crawfja01.html,2019,2393887
20,/players/c/crawfja01.html,2019,2304226
21,/players/c/crawfja01.html,2020,289803
0,/players/j/jamesbe01.html,2013,473604
1,/players/j/jamesbe01.html,2014,788872
2,/players/j/jamesbe01.html,2015,915243
3,/players/j/jamesbe01.html,2015,236866
0,/players/l/leuerjo01.html,2012,473604
1,/players/l/leuerjo01.html,2013,762195
2,/players/l/leuerjo01.html,2015,967500
3,/players/l/leuerjo01.html,2016,1035000
4,/players/l/leuerjo01.html,2017,10991957
5,/players/l/leuerjo01.html,2018,10497319
6,/players/l/leuerjo01.html,2019,10002681
7,/players/l/leuerjo01.html,2020,3169348
8,/players/l/leuerjo01.html,2021,3169348
9,/players/l/leuerjo01.html,2022,3169347
0,/players/s/shamela01.html,2019,1703640
1,/players/s/shamela01.html,2020,1995120
2,/players/s/shamela01.html,2021,2090040
3,/players/s/shamela01.html,2022,3768342
4,/players/s/shamela01.html,2023,9500000
5,/players/s/shamela01.html,2024,10250000
0,/players/l/landrma01.html,2010,457588
0,/players/r/ramospe01.html,2005,600000
1,/players/r/ramospe01.html,2006,660000
2,/players/r/ramospe01.html,2007,384776
0,/players/h/hensost01.html,1991,120000
1,/players/h/hensost01.html,1992,350000
2,/players/h/hensost01.html,1994,250000
3,/players/h/hensost01.html,1998,272250
0,/players/g/gibsomi01.html,1986,80000
0,/players/m/mannini01.html,2021,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/p/pricero01.html,2006,398762
1,/players/p/pricero01.html,2007,664209
2,/players/p/pricero01.html,2008,1100000
3,/players/p/pricero01.html,2009,1188000
4,/players/p/pricero01.html,2010,1250000
5,/players/p/pricero01.html,2011,1380000
6,/players/p/pricero01.html,2012,1069509
7,/players/p/pricero01.html,2014,1265977
8,/players/p/pricero01.html,2015,1316809
9,/players/p/pricero01.html,2016,1499187
10,/players/p/pricero01.html,2017,2557545
11,/players/p/pricero01.html,2017,465143
12,/players/p/pricero01.html,2018,2442455
0,/players/t/thomama02.html,2020,898310
1,/players/t/thomama02.html,2021,1517981
2,/players/t/thomama02.html,2022,1669178
0,/players/w/willijo02.html,1988,308000
1,/players/w/willijo02.html,1989,350000
2,/players/w/willijo02.html,1991,1000000
3,/players/w/willijo02.html,1992,1100000
4,/players/w/willijo02.html,1993,800000
5,/players/w/willijo02.html,1994,1100000
6,/players/w/willijo02.html,1995,375000
0,/players/o/ochefda01.html,2017,543471
1,/players/o/ochefda01.html,2018,50000
0,/players/d/dorsejo01.html,2009,816500
1,/players/d/dorsejo01.html,2010,881000
2,/players/d/dorsejo01.html,2011,854389
3,/players/d/dorsejo01.html,2015,948163
4,/players/d/dorsejo01.html,2016,1015421
0,/players/b/bridgmi02.html,2019,3206640
1,/players/b/bridgmi02.html,2020,3755400
2,/players/b/bridgmi02.html,2021,3934320
3,/players/b/bridgmi02.html,2022,5421493
4,/players/b/bridgmi02.html,2024,7921300
0,/players/s/serapke01.html,2011,1563120
1,/players/s/serapke01.html,2012,1680360
2,/players/s/serapke01.html,2013,1797600
3,/players/s/serapke01.html,2014,2761114
4,/players/s/serapke01.html,2015,3898692
5,/players/s/serapke01.html,2016,2800000
6,/players/s/serapke01.html,2017,1800000
0,/players/v/vincesa01.html,1986,87500
1,/players/v/vincesa01.html,1988,392500
2,/players/v/vincesa01.html,1989,375000
3,/players/v/vincesa01.html,1991,980000
4,/players/v/vincesa01.html,1992,1260000
5,/players/v/vincesa01.html,1993,1510000
0,/players/m/mcbrimi01.html,2022,925258
1,/players/m/mcbrimi01.html,2023,1563518
2,/players/m/mcbrimi01.html,2024,1836096
0,/players/w/wheelcl01.html,1988,100000
1,/players/w/wheelcl01.html,1989,100000
0,/players/n/ndiayha01.html,2011,473604
1,/players/n/ndiayha01.html,2012,270427
0,/players/s/spanova01.html,2007,1800000
1,/players/s/spanova01.html,2008,1944000
0,/players/c/corchch01.html,1993,300000
1,/players/c/corchch01.html,1994,150000
0,/players/d/divindo01.html,2019,2481000
1,/players/d/divindo01.html,2020,2905800
2,/players/d/divindo01.html,2021,3044160
3,/players/d/divindo01.html,2022,4675830
4,/players/d/divindo01.html,2023,4500000
5,/players/d/divindo01.html,2024,10900000
0,/players/h/humphry01.html,2003,1063680
1,/players/h/humphry01.html,2004,1143360
2,/players/h/humphry01.html,2005,1223160
0,/players/c/carteje01.html,2019,838464
1,/players/c/carteje01.html,2020,1416852
2,/players/c/carteje01.html,2021,3925000
3,/players/c/carteje01.html,2022,3650000
4,/players/c/carteje01.html,2022,457149
5,/players/c/carteje01.html,2023,3925000
6,/players/c/carteje01.html,2023,2100000
7,/players/c/carteje01.html,2024,6190476
0,/players/a/allenja01.html,2018,1713720
1,/players/a/allenja01.html,2019,2034120
2,/players/a/allenja01.html,2020,2376840
3,/players/a/allenja01.html,2021,3909902
4,/players/a/allenja01.html,2022,20000000
5,/players/a/allenja01.html,2023,20000000
6,/players/a/allenja01.html,2024,20000000
0,/players/d/davised01.html,2011,1919160
1,/players/d/davised01.html,2012,2063040
2,/players/d/davised01.html,2013,2207040
3,/players/d/davised01.html,2014,3153860
4,/players/d/davised01.html,2015,981084
5,/players/d/davised01.html,2016,7000000
6,/players/d/davised01.html,2017,6666667
7,/players/d/davised01.html,2018,6352531
8,/players/d/davised01.html,2019,4449000
9,/players/d/davised01.html,2020,4767000
10,/players/d/davised01.html,2021,5005350
11,/players/d/davised01.html,2022,2641691
0,/players/b/besttr01.html,1996,580000
1,/players/b/besttr01.html,1997,666000
2,/players/b/besttr01.html,1998,752000
3,/players/b/besttr01.html,1999,2750000
4,/players/b/besttr01.html,2000,3250000
5,/players/b/besttr01.html,2001,3500000
6,/players/b/besttr01.html,2002,3375000
7,/players/b/besttr01.html,2003,1400000
8,/players/b/besttr01.html,2004,938679
9,/players/b/besttr01.html,2005,1000000
0,/players/t/thomppa01.html,1985,90000
1,/players/t/thomppa01.html,1986,85000
0,/players/p/paytoel01.html,2015,2397840
1,/players/p/paytoel01.html,2016,2505720
2,/players/p/paytoel01.html,2017,2613600
3,/players/p/paytoel01.html,2018,3332340
4,/players/p/paytoel01.html,2019,3000000
5,/players/p/paytoel01.html,2020,8000000
6,/players/p/paytoel01.html,2021,5767000
7,/players/p/paytoel01.html,2022,2239544
0,/players/g/garneke01.html,1996,1622000
1,/players/g/garneke01.html,1997,1666000
2,/players/g/garneke01.html,1998,2109120
3,/players/g/garneke01.html,1999,14000000
4,/players/g/garneke01.html,2000,16806300
5,/players/g/garneke01.html,2001,19610000
6,/players/g/garneke01.html,2002,22400000
7,/players/g/garneke01.html,2003,25200000
8,/players/g/garneke01.html,2004,28000000
9,/players/g/garneke01.html,2005,16000000
10,/players/g/garneke01.html,2006,18000000
11,/players/g/garneke01.html,2007,21000000
12,/players/g/garneke01.html,2008,23750000
13,/players/g/garneke01.html,2009,24751934
14,/players/g/garneke01.html,2010,16400000
15,/players/g/garneke01.html,2011,18800000
16,/players/g/garneke01.html,2012,21247044
17,/players/g/garneke01.html,2013,11566265
18,/players/g/garneke01.html,2014,12443735
19,/players/g/garneke01.html,2015,12000000
20,/players/g/garneke01.html,2016,8500000
21,/players/g/garneke01.html,2017,8000000
0,/players/s/scottbr01.html,1997,247500
1,/players/s/scottbr01.html,2000,385000
0,/players/f/fortsda01.html,1998,1291440
1,/players/f/fortsda01.html,1999,1485000
2,/players/f/fortsda01.html,2000,1678800
3,/players/f/fortsda01.html,2001,3950000
4,/players/f/fortsda01.html,2002,4649534
5,/players/f/fortsda01.html,2003,5039068
6,/players/f/fortsda01.html,2004,5428602
7,/players/f/fortsda01.html,2005,5818136
8,/players/f/fortsda01.html,2006,6207670
9,/players/f/fortsda01.html,2007,6596990
0,/players/g/goodwar01.html,2014,1064400
1,/players/g/goodwar01.html,2015,1112280
2,/players/g/goodwar01.html,2016,1160160
3,/players/g/goodwar01.html,2017,2094089
4,/players/g/goodwar01.html,2017,194494
5,/players/g/goodwar01.html,2017,95600
0,/players/g/garlada01.html,2020,6400920
1,/players/g/garlada01.html,2021,6720720
2,/players/g/garlada01.html,2022,7040880
3,/players/g/garlada01.html,2023,8920795
4,/players/g/garlada01.html,2024,34005250
0,/players/d/dawkijo01.html,1988,330000
1,/players/d/dawkijo01.html,1989,480000
2,/players/d/dawkijo01.html,1991,1500000
3,/players/d/dawkijo01.html,1992,1700000
4,/players/d/dawkijo01.html,1993,1900000
5,/players/d/dawkijo01.html,1994,2100000
6,/players/d/dawkijo01.html,1995,1680000
7,/players/d/dawkijo01.html,1995,150000
0,/players/h/hasleud01.html,2004,366931
1,/players/h/hasleud01.html,2005,620046
2,/players/h/hasleud01.html,2006,5000000
3,/players/h/hasleud01.html,2007,5525000
4,/players/h/hasleud01.html,2008,6050000
5,/players/h/hasleud01.html,2009,6575000
6,/players/h/hasleud01.html,2010,7100000
7,/players/h/hasleud01.html,2011,3500000
8,/players/h/hasleud01.html,2012,3780000
9,/players/h/hasleud01.html,2013,4060000
10,/players/h/hasleud01.html,2014,4340000
11,/players/h/hasleud01.html,2015,2732000
12,/players/h/hasleud01.html,2016,2854940
13,/players/h/hasleud01.html,2017,4000000
14,/players/h/hasleud01.html,2018,1471382
15,/players/h/hasleud01.html,2019,2393887
16,/players/h/hasleud01.html,2020,2564753
17,/players/h/hasleud01.html,2021,1620564
18,/players/h/hasleud01.html,2022,2641691
19,/players/h/hasleud01.html,2023,1836090
0,/players/h/huntede01.html,2020,7068360
1,/players/h/huntede01.html,2021,7422000
2,/players/h/huntede01.html,2022,7775400
3,/players/h/huntede01.html,2023,9835881
4,/players/h/huntede01.html,2024,20089286
0,/players/a/anderju01.html,2016,1449000
1,/players/a/anderju01.html,2017,1514160
2,/players/a/anderju01.html,2018,1579440
3,/players/a/anderju01.html,2019,2516048
4,/players/a/anderju01.html,2020,294432
5,/players/a/anderju01.html,2021,125000
6,/players/a/anderju01.html,2022,334371
7,/players/a/anderju01.html,2022,111457
0,/players/p/paddige01.html,1991,120000
1,/players/p/paddige01.html,1993,190000
0,/players/v/vezenal01.html,2024,6341464
0,/players/t/threase01.html,1985,78000
1,/players/t/threase01.html,1986,113000
2,/players/t/threase01.html,1988,270000
3,/players/t/threase01.html,1989,275000
4,/players/t/threase01.html,1991,650000
5,/players/t/threase01.html,1992,612000
6,/players/t/threase01.html,1993,796000
7,/players/t/threase01.html,1994,2400000
8,/players/t/threase01.html,1995,2400000
9,/players/t/threase01.html,1996,2400000
0,/players/s/slokaur01.html,2007,412718
0,/players/l/leeda02.html,2006,861360
1,/players/l/leeda02.html,2007,926040
2,/players/l/leeda02.html,2008,990600
3,/players/l/leeda02.html,2009,1788033
4,/players/l/leeda02.html,2010,7000000
5,/players/l/leeda02.html,2011,10800000
6,/players/l/leeda02.html,2012,11610000
7,/players/l/leeda02.html,2013,12744000
8,/players/l/leeda02.html,2014,13878000
9,/players/l/leeda02.html,2015,15012000
10,/players/l/leeda02.html,2016,15493680
11,/players/l/leeda02.html,2016,2102224
12,/players/l/leeda02.html,2017,1551659
0,/players/b/bensoke02.html,2017,75000
0,/players/m/manntr01.html,2022,2901240
1,/players/m/manntr01.html,2023,3046200
2,/players/m/manntr01.html,2024,3191400
0,/players/w/winstca01.html,2021,"0"" >< $Minimum</td></tr>
"
1,/players/w/winstca01.html,2022,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/b/burksal01.html,2012,2020200
1,/players/b/burksal01.html,2013,2171640
2,/players/b/burksal01.html,2014,2202000
3,/players/b/burksal01.html,2015,3034356
4,/players/b/burksal01.html,2016,9213484
5,/players/b/burksal01.html,2017,10154495
6,/players/b/burksal01.html,2018,10845506
7,/players/b/burksal01.html,2019,11536515
8,/players/b/burksal01.html,2020,2320044
9,/players/b/burksal01.html,2021,6000000
10,/players/b/burksal01.html,2022,9536000
11,/players/b/burksal01.html,2023,10012800
12,/players/b/burksal01.html,2024,10489600
0,/players/w/webbja01.html,2017,65000
1,/players/w/webbja01.html,2018,"0"" >< $Minimum</td></tr>
</tbody><tfoot>"
0,/players/w/wiggili01.html,2022,"0"" >< $Minimum</td></tr>
"
1,/players/w/wiggili01.html,2023,NaN
2,/players/w/wiggili01.html,2024,NaN
0,/players/o/okoremi01.html,1985,244000
1,/players/o/okoremi01.html,1986,400000
2,/players/o/okoremi01.html,1988,100000
0,/players/h/hillge01.html,2009,1006200
1,/players/h/hillge01.html,2010,1081680
2,/players/h/hillge01.html,2011,1157160
3,/players/h/hillge01.html,2012,2086360
4,/players/h/hillge01.html,2013,8000000
5,/players/h/hillge01.html,2014,8000000
6,/players/h/hillge01.html,2015,8000000
7,/players/h/hillge01.html,2016,8000000
8,/players/h/hillge01.html,2017,8000000
9,/players/h/hillge01.html,2018,20000000
10,/players/h/hillge01.html,2019,19000000
11,/players/h/hillge01.html,2020,10133907
12,/players/h/hillge01.html,2021,9590602
13,/players/h/hillge01.html,2022,4000000
14,/players/h/hillge01.html,2022,1275491
15,/players/h/hillge01.html,2023,4000000
0,/players/g/geeal01.html,2011,479735
1,/players/g/geeal01.html,2011,125538
2,/players/g/geeal01.html,2011,76219
3,/players/g/geeal01.html,2012,854389
4,/players/g/geeal01.html,2013,3500000
5,/players/g/geeal01.html,2014,3250000
6,/players/g/geeal01.html,2015,1063384
7,/players/g/geeal01.html,2016,1375000
8,/players/g/geeal01.html,2017,1400000
9,/players/g/geeal01.html,2017,495227
0,/players/p/podzibr01.html,2024,3352440
0,/players/l/lewisra01.html,1988,75000
1,/players/l/lewisra01.html,1989,175000
